iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,rolling_immunity
CHN,Asia,China,2020-01-22,547,,,17,,,0.379,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0
CHN,Asia,China,2020-01-23,639,92,,18,1,,0.442,0.064,,0.012,0.001,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-24,916,277,,26,8,,0.634,0.192,,0.018,0.006,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-25,1399,483,,42,16,,0.969,0.334,,0.029,0.011,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-26,2062,663,,56,14,,1.428,0.459,,0.039,0.01,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-27,2863,801,,82,26,,1.982,0.555,,0.057,0.018,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-28,5494,2631,706.714,131,49,16.286,3.804,1.822,0.489,0.091,0.034,0.011,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-29,6070,576,789.0,133,2,16.571,4.203,0.399,0.546,0.092,0.001,0.011,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-30,8124,2054,1069.286,171,38,21.857,5.625,1.422,0.74,0.118,0.026,0.015,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-01-31,9783,1659,1266.714,213,42,26.714,6.774,1.149,0.877,0.147,0.029,0.018,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-01,11871,2088,1496.0,259,46,31.0,8.22,1.446,1.036,0.179,0.032,0.021,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-02,16607,4736,2077.857,361,102,43.571,11.499,3.279,1.439,0.25,0.071,0.03,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-03,19693,3086,2404.286,425,64,49.0,13.636,2.137,1.665,0.294,0.044,0.034,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-04,23680,3987,2598.0,490,65,51.286,16.396,2.761,1.799,0.339,0.045,0.036,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-05,27409,3729,3048.429,562,72,61.286,18.978,2.582,2.111,0.389,0.05,0.042,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-06,30553,3144,3204.143,632,70,65.857,21.155,2.177,2.219,0.438,0.048,0.046,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-07,34075,3522,3470.286,717,85,72.0,23.594,2.439,2.403,0.496,0.059,0.05,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-08,36778,2703,3558.143,804,87,77.857,25.466,1.872,2.464,0.557,0.06,0.054,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-09,39790,3012,3311.857,904,100,77.571,27.551,2.086,2.293,0.626,0.069,0.054,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-10,42306,2516,3230.429,1011,107,83.714,29.293,1.742,2.237,0.7,0.074,0.058,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-11,44327,2021,2949.571,1111,100,88.714,30.693,1.399,2.042,0.769,0.069,0.061,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-12,44699,372,2470.0,1116,5,79.143,30.95,0.258,1.71,0.773,0.003,0.055,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-13,59832,15133,4182.714,1368,252,105.143,41.429,10.478,2.896,0.947,0.174,0.073,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-14,66292,6460,4602.429,1520,152,114.714,45.902,4.473,3.187,1.052,0.105,0.079,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-15,68347,2055,4509.857,1662,142,122.571,47.325,1.423,3.123,1.151,0.098,0.085,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-16,70446,2099,4379.429,1765,103,123.0,48.778,1.453,3.032,1.222,0.071,0.085,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-17,72364,1918,4294.0,1863,98,121.714,50.106,1.328,2.973,1.29,0.068,0.084,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-18,74139,1775,4258.857,2002,139,127.286,51.335,1.229,2.949,1.386,0.096,0.088,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-19,74546,407,4263.857,2114,112,142.571,51.617,0.282,2.952,1.464,0.078,0.099,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-20,74999,453,2166.714,2236,122,124.0,51.931,0.314,1.5,1.548,0.084,0.086,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-21,75472,473,1311.429,2236,0,102.286,52.258,0.328,0.908,1.548,0.0,0.071,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-22,76922,1450,1225.0,2441,205,111.286,53.262,1.004,0.848,1.69,0.142,0.077,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-23,76938,16,927.429,2443,2,96.857,53.273,0.011,0.642,1.692,0.001,0.067,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-24,77152,214,684.0,2593,150,104.286,53.421,0.148,0.474,1.795,0.104,0.072,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-25,77660,508,503.0,2663,70,94.429,53.773,0.352,0.348,1.844,0.048,0.065,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-26,78065,405,502.714,2715,52,85.857,54.054,0.28,0.348,1.88,0.036,0.059,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-27,78498,433,499.857,2744,29,72.571,54.353,0.3,0.346,1.9,0.02,0.05,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-28,78824,326,478.857,2788,44,78.857,54.579,0.226,0.332,1.93,0.03,0.055,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-02-29,79251,427,332.714,2835,47,56.286,54.875,0.296,0.23,1.963,0.033,0.039,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-01,79826,575,412.571,2870,35,61.0,55.273,0.398,0.286,1.987,0.024,0.042,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-02,80026,200,410.571,2912,42,45.571,55.411,0.138,0.284,2.016,0.029,0.032,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-03,80151,125,355.857,2945,33,40.286,55.498,0.087,0.246,2.039,0.023,0.028,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-04,80271,120,315.143,2981,36,38.0,55.581,0.083,0.218,2.064,0.025,0.026,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-05,80422,151,274.857,3013,32,38.429,55.686,0.105,0.19,2.086,0.022,0.027,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-06,80573,151,249.857,3042,29,36.286,55.79,0.105,0.173,2.106,0.02,0.025,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-07,80652,79,200.143,3070,28,33.571,55.845,0.055,0.139,2.126,0.019,0.023,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-08,80699,47,124.714,3097,27,32.429,55.877,0.033,0.086,2.144,0.019,0.022,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-09,80735,36,101.286,3120,23,29.714,55.902,0.025,0.07,2.16,0.016,0.021,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-10,80757,22,86.571,3136,16,27.286,55.918,0.015,0.06,2.171,0.011,0.019,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-11,80785,28,73.429,3158,22,25.286,55.937,0.019,0.051,2.187,0.015,0.018,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-12,80793,8,53.0,3169,11,22.286,55.942,0.006,0.037,2.194,0.008,0.015,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-13,80801,8,32.571,3176,7,19.143,55.948,0.006,0.023,2.199,0.005,0.013,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-14,80827,26,25.0,3189,13,17.0,55.966,0.018,0.017,2.208,0.009,0.012,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-15,80848,21,21.286,3199,10,14.571,55.981,0.015,0.015,2.215,0.007,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-16,80867,19,18.857,3213,14,13.286,55.994,0.013,0.013,2.225,0.01,0.009,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-17,80884,17,18.143,3226,13,12.857,56.005,0.012,0.013,2.234,0.009,0.009,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-18,80906,22,17.286,3237,11,11.286,56.021,0.015,0.012,2.241,0.008,0.008,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-19,80931,25,19.714,3245,8,10.857,56.038,0.017,0.014,2.247,0.006,0.008,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-20,80977,46,25.143,3249,4,10.429,56.07,0.032,0.017,2.25,0.003,0.007,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-21,81014,37,26.714,3255,6,9.429,56.095,0.026,0.018,2.254,0.004,0.007,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-22,81094,80,35.143,3270,15,10.143,56.151,0.055,0.024,2.264,0.01,0.007,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-23,81118,24,35.857,3270,0,8.143,56.167,0.017,0.025,2.264,0.0,0.006,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-24,81180,62,42.286,3277,7,7.286,56.21,0.043,0.029,2.269,0.005,0.005,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-25,81221,41,45.0,3281,4,6.286,56.239,0.028,0.031,2.272,0.003,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-26,81298,77,52.429,3287,6,6.0,56.292,0.053,0.036,2.276,0.004,0.004,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-27,81345,47,52.571,3292,5,6.143,56.325,0.033,0.036,2.279,0.003,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-28,81401,56,55.286,3295,3,5.714,56.363,0.039,0.038,2.282,0.002,0.004,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-29,81444,43,50.0,3300,5,4.286,56.393,0.03,0.035,2.285,0.003,0.003,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-30,81478,34,51.429,3304,4,4.857,56.417,0.024,0.036,2.288,0.003,0.003,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-03-31,83065,1587,269.286,3305,1,4.0,57.516,1.099,0.186,2.288,0.001,0.003,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-01,83224,159,286.143,3312,7,4.429,57.626,0.11,0.198,2.293,0.005,0.003,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-02,83304,80,286.571,3318,6,4.429,57.681,0.055,0.198,2.297,0.004,0.003,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-03,83391,87,292.286,3322,4,4.286,57.741,0.06,0.202,2.3,0.003,0.003,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-04,83467,76,295.143,3326,4,4.429,57.794,0.053,0.204,2.303,0.003,0.003,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-05,83541,74,299.571,3329,3,4.143,57.845,0.051,0.207,2.305,0.002,0.003,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-06,83653,112,310.714,3331,2,3.857,57.923,0.078,0.215,2.306,0.001,0.003,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-07,83713,60,92.571,3331,0,3.714,57.964,0.042,0.064,2.306,0.0,0.003,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-08,83904,191,97.143,3333,2,3.0,58.097,0.132,0.067,2.308,0.001,0.002,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-09,84006,102,100.286,3335,2,2.429,58.167,0.071,0.069,2.309,0.001,0.002,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-10,84081,75,98.571,3336,1,2.0,58.219,0.052,0.068,2.31,0.001,0.001,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
CHN,Asia,China,2020-04-11,84163,82,99.429,3339,3,1.857,58.276,0.057,0.069,2.312,0.002,0.001,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,0.0
