iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,rolling_immunity
VNM,Asia,Vietnam,2020-01-23,2,2,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0
VNM,Asia,Vietnam,2020-01-24,2,0,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-25,2,0,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-26,2,0,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-27,2,0,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-28,2,0,0.286,,,,0.02,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-29,2,0,0.286,,,,0.02,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-30,2,0,0.0,,,,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-01-31,2,0,0.0,,,,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-01,6,4,0.571,,,,0.061,0.041,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-02,6,0,0.571,,,,0.061,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-03,8,2,0.857,,,,0.081,0.02,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-04,8,0,0.857,,,,0.081,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-05,8,0,0.857,,,,0.081,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-06,10,2,1.143,,,,0.102,0.02,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-07,10,0,1.143,,,,0.102,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-08,13,3,1.0,,,,0.132,0.031,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-09,13,0,1.0,,,,0.132,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-10,14,1,0.857,,,,0.143,0.01,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-11,15,1,1.0,,,,0.153,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-12,15,0,1.0,,,,0.153,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-13,16,1,0.857,,,,0.163,0.01,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-14,16,0,0.857,,,,0.163,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-15,16,0,0.429,,,,0.163,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-16,16,0,0.429,,,,0.163,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-17,16,0,0.286,,,,0.163,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-18,16,0,0.143,,,,0.163,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-19,16,0,0.143,,,,0.163,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-20,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-21,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-22,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-23,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-24,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-25,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-26,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-27,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-28,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-02-29,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-01,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-02,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-03,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-04,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-05,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-06,16,0,0.0,,,,0.163,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-07,18,2,0.286,,,,0.183,0.02,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-08,30,12,2.0,,,,0.306,0.122,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-09,30,0,2.0,,,,0.306,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-10,31,1,2.143,,,,0.316,0.01,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-11,38,7,3.143,,,,0.387,0.071,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-12,39,1,3.286,,,,0.397,0.01,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-13,47,8,4.429,,,,0.479,0.081,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-14,53,6,5.0,,,,0.54,0.061,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-15,56,3,3.714,,,,0.57,0.031,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-16,61,5,4.429,,,,0.621,0.051,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-17,66,5,5.0,,,,0.672,0.051,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-18,75,9,5.286,,,,0.764,0.092,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-19,85,10,6.571,,,,0.866,0.102,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-20,91,6,6.286,,,,0.927,0.061,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-21,94,3,5.857,,,,0.958,0.031,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-22,113,19,8.143,,,,1.151,0.194,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-23,123,10,8.857,,,,1.253,0.102,0.09,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-24,134,11,9.714,,,,1.365,0.112,0.099,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-25,141,7,9.429,,,,1.436,0.071,0.096,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-26,153,12,9.714,,,,1.559,0.122,0.099,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-27,163,10,10.286,,,,1.66,0.102,0.105,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-28,174,11,11.429,,,,1.772,0.112,0.116,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-29,188,14,10.714,,,,1.915,0.143,0.109,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-30,203,15,11.429,,,,2.068,0.153,0.116,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-03-31,212,9,11.143,,,,2.16,0.092,0.114,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-01,218,6,11.0,,,,2.221,0.061,0.112,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-02,233,15,11.429,,,,2.373,0.153,0.116,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-03,237,4,10.571,,,,2.414,0.041,0.108,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-04,240,3,9.429,,,,2.445,0.031,0.096,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-05,241,1,7.571,,,,2.455,0.01,0.077,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-06,245,4,6.0,,,,2.496,0.041,0.061,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-07,249,4,5.286,,,,2.536,0.041,0.054,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-08,251,2,4.714,,,,2.557,0.02,0.048,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-09,255,4,3.143,,,,2.598,0.041,0.032,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-10,257,2,2.857,,,,2.618,0.02,0.029,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-11,258,1,2.571,,,,2.628,0.01,0.026,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-12,262,4,3.0,,,,2.669,0.041,0.031,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-13,265,3,2.857,,,,2.699,0.031,0.029,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-14,266,1,2.429,,,,2.71,0.01,0.025,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-15,267,1,2.286,,,,2.72,0.01,0.023,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-16,268,1,1.857,,,,2.73,0.01,0.019,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-17,268,0,1.571,,,,2.73,0.0,0.016,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-18,268,0,1.429,,,,2.73,0.0,0.015,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-19,268,0,0.857,,,,2.73,0.0,0.009,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-20,268,0,0.429,,,,2.73,0.0,0.004,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-21,268,0,0.286,,,,2.73,0.0,0.003,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
VNM,Asia,Vietnam,2020-04-22,268,0,0.143,,,,2.73,0.0,0.001,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,,0.0
