iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,rolling_immunity
AFG,Asia,Afghanistan,2020-02-24,5,5,,,,,0.122,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0
AFG,Asia,Afghanistan,2020-02-25,5,0,,,,,0.122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-02-26,5,0,,,,,0.122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-02-27,5,0,,,,,0.122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-02-28,5,0,,,,,0.122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-02-29,5,0,0.714,,,,0.122,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-01,5,0,0.714,,,,0.122,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-02,5,0,0.0,,,,0.122,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-03,5,0,0.0,,,,0.122,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-04,5,0,0.0,,,,0.122,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-05,5,0,0.0,,,,0.122,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-06,5,0,0.0,,,,0.122,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-07,8,3,0.429,,,,0.195,0.073,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-08,8,0,0.429,,,,0.195,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-09,8,0,0.429,,,,0.195,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-10,8,0,0.429,,,,0.195,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-11,11,3,0.857,,,,0.267,0.073,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-12,11,0,0.857,,,,0.267,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-13,11,0,0.857,,,,0.267,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-14,14,3,0.857,,,,0.34,0.073,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-15,20,6,1.714,,,,0.486,0.146,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-16,25,5,2.429,,,,0.608,0.122,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-17,26,1,2.571,,,,0.632,0.024,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-18,26,0,2.143,,,,0.632,0.0,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-19,26,0,2.143,,,,0.632,0.0,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-20,24,,,,,,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-21,24,0,1.714,,,,0.584,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-22,34,10,2.286,,,,0.827,0.243,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-23,40,6,2.429,1,1,,0.973,0.146,0.059,0.024,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-24,42,2,2.571,1,0,,1.021,0.049,0.063,0.024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-25,74,32,7.143,1,0,,1.799,0.778,0.174,0.024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-26,80,6,8.0,2,1,,1.945,0.146,0.195,0.049,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-27,91,11,9.571,2,0,,2.213,0.267,0.233,0.049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-28,106,15,11.714,2,0,0.286,2.577,0.365,0.285,0.049,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-29,114,8,11.429,4,2,0.571,2.772,0.195,0.278,0.097,0.049,0.014,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-30,114,0,10.571,4,0,0.429,2.772,0.0,0.257,0.097,0.0,0.01,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-03-31,166,52,17.714,4,0,0.429,4.036,1.264,0.431,0.097,0.0,0.01,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-01,192,26,16.857,4,0,0.429,4.668,0.632,0.41,0.097,0.0,0.01,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-02,235,43,22.143,4,0,0.286,5.714,1.045,0.538,0.097,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-03,269,34,25.429,5,1,0.429,6.54,0.827,0.618,0.122,0.024,0.01,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-04,270,1,23.429,5,0,0.429,6.565,0.024,0.57,0.122,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-05,299,29,26.429,7,2,0.429,7.27,0.705,0.643,0.17,0.049,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-06,337,38,31.857,7,0,0.429,8.194,0.924,0.775,0.17,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-07,367,30,28.714,11,4,1.0,8.923,0.729,0.698,0.267,0.097,0.024,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-08,423,56,33.0,14,3,1.429,10.285,1.362,0.802,0.34,0.073,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-09,444,21,29.857,15,1,1.571,10.795,0.511,0.726,0.365,0.024,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-10,521,77,36.0,15,0,1.429,12.668,1.872,0.875,0.365,0.0,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-11,521,0,35.857,15,0,1.429,12.668,0.0,0.872,0.365,0.0,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-12,555,34,36.571,18,3,1.571,13.494,0.827,0.889,0.438,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-13,607,52,38.571,19,1,1.714,14.759,1.264,0.938,0.462,0.024,0.042,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-14,665,58,42.571,22,3,1.571,16.169,1.41,1.035,0.535,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-15,770,105,49.571,25,3,1.571,18.722,2.553,1.205,0.608,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-16,794,24,50.0,29,4,2.0,19.305,0.584,1.216,0.705,0.097,0.049,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-17,845,51,46.286,30,1,2.143,20.545,1.24,1.125,0.729,0.024,0.052,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-18,908,63,55.286,30,0,2.143,22.077,1.532,1.344,0.729,0.0,0.052,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-19,933,25,54.0,30,0,1.714,22.685,0.608,1.313,0.729,0.0,0.042,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-20,996,63,55.571,33,3,2.0,24.217,1.532,1.351,0.802,0.073,0.049,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-21,1026,30,51.571,36,3,2.0,24.946,0.729,1.254,0.875,0.073,0.049,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-22,1092,66,46.0,36,0,1.571,26.551,1.605,1.118,0.875,0.0,0.038,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-23,1176,84,54.571,40,4,1.571,28.593,2.042,1.327,0.973,0.097,0.038,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-24,1226,50,54.429,40,0,1.429,29.809,1.216,1.323,0.973,0.0,0.035,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-25,1330,104,60.286,43,3,1.857,32.337,2.529,1.466,1.045,0.073,0.045,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-26,1463,133,75.714,49,6,2.714,35.571,3.234,1.841,1.191,0.146,0.066,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-27,1531,68,76.429,50,1,2.429,37.225,1.653,1.858,1.216,0.024,0.059,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-28,1703,172,96.714,60,10,3.429,41.407,4.182,2.351,1.459,0.243,0.083,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-29,1827,124,105.0,60,0,3.429,44.421,3.015,2.553,1.459,0.0,0.083,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-04-30,1827,0,93.0,60,0,2.857,44.421,0.0,2.261,1.459,0.0,0.069,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-01,2171,344,135.0,64,4,3.429,52.785,8.364,3.282,1.556,0.097,0.083,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-02,2469,298,162.714,72,8,4.143,60.031,7.246,3.956,1.751,0.195,0.101,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-03,2469,0,143.714,72,0,3.286,60.031,0.0,3.494,1.751,0.0,0.08,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-04,2469,0,134.0,72,0,3.143,60.031,0.0,3.258,1.751,0.0,0.076,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-05,2469,0,109.429,72,0,1.714,60.031,0.0,2.661,1.751,0.0,0.042,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-06,3224,755,199.571,95,23,5.0,78.388,18.357,4.852,2.31,0.559,0.122,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-07,3392,168,223.571,104,9,6.286,82.473,4.085,5.436,2.529,0.219,0.153,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-08,3563,171,198.857,105,1,5.857,86.63,4.158,4.835,2.553,0.024,0.142,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-09,3563,0,156.286,105,0,4.714,86.63,0.0,3.8,2.553,0.0,0.115,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-10,4402,839,276.143,119,14,6.714,107.03,20.399,6.714,2.893,0.34,0.163,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-11,4664,262,313.571,120,1,6.857,113.4,6.37,7.624,2.918,0.024,0.167,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-12,4967,303,356.857,127,7,7.857,120.767,7.367,8.677,3.088,0.17,0.191,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-13,4967,0,249.0,127,0,4.571,120.767,0.0,6.054,3.088,0.0,0.111,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-14,5339,372,278.143,136,9,4.571,129.812,9.045,6.763,3.307,0.219,0.111,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-15,6053,714,355.714,153,17,6.857,147.172,17.36,8.649,3.72,0.413,0.167,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-16,6402,349,405.571,168,15,9.0,155.657,8.486,9.861,4.085,0.365,0.219,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-17,6635,233,319.0,169,1,7.143,161.323,5.665,7.756,4.109,0.024,0.174,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-18,7072,437,344.0,173,4,7.571,171.948,10.625,8.364,4.206,0.097,0.184,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
AFG,Asia,Afghanistan,2020-05-19,7655,583,384.0,177,4,7.143,186.123,14.175,9.337,4.304,0.097,0.174,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,,0.0
